,SECTORID,SECTORNAME,STARTIC,ENDIC,LENGTH,LANENO,INTDIR,GROUPID,LANELENGTH,MODEL,CMSDESC,STATUS,TRAVELTIME,CAPACITY,START_X,START_Y,END_X,END_Y
0,L00204,西門路一段(樹林街二段>南寧街),I0309,I0020,125,2,0,0,7,十字型,0,y,10,10,120.197562,22.986379,120.197599,22.985132999999998
1,L00206,南寧路(永褔路一段>西門路一段),I0299,I0020,245,2,0,0,7,十字型,0,y,10,10,120.20014499999999,22.985101999999998,120.197599,22.985132999999998
2,L00210,海佃路一段(國安街>海佃路一段158巷),I0177,I0021,130,2,0,0,7,十字型,0,y,10,10,120.191947,23.022889000000003,120.191722,23.024029000000002
3,L00214,海佃路一段(海佃路一段213巷>海佃路一段158巷),I0172,I0021,25,2,0,0,7,十字型,0,y,10,10,120.19161399999999,23.024454000000002,120.191722,23.024029000000002
4,L00224,新樂路(新信路>新義路),I0146,I0022,290,2,0,0,7,十字型,0,y,10,10,120.177121,22.973133999999998,0.0,0.0
5,L00226,新義路(中華西路一段>新樂路),I0085,I0022,705,2,0,0,7,十字型,0,y,10,10,120.18381699999999,22.970276000000002,0.0,0.0
6,L00227,新樂路(新和路>新義路),I0719,I0022,455,2,0,0,7,十字型,0,y,10,10,120.175299,22.967316,0.0,0.0
7,L00230,安和路一段(文安街>郡安路),I0208,I0023,140,2,0,0,7,十字型,0,y,10,10,120.21486200000001,23.027656,120.214076,23.029025
8,L00233,安和路一段(安和路一段159巷>郡安路),I0190,I0023,120,2,0,0,7,十字型,0,y,10,10,120.21343999999999,23.030108,120.214076,23.029025
9,L00240,永福路一段(樹林街二段>和意路),I0313,I0024,200,2,0,0,7,十字型,0,y,10,10,120.2002,22.986322,120.20029299999999,22.988348000000002
10,L00244,永福路一段(府前路一段>和意路),I0344,I0024,160,2,0,0,7,十字型,0,y,10,10,120.20038400000001,22.989979,120.20029299999999,22.988348000000002
11,L00250,新樂路新(新愛路>新仁路),I0730,I0025,145,2,0,0,7,十字型,0,y,10,10,120.177489,22.97476,120.177878,22.976343
12,L00254,新樂路(新孝路>新仁路),I0771,I0025,160,2,0,0,7,十字型,0,y,10,10,120.17823600000001,22.978078,120.177878,22.976343
13,L00256,新孝路(中華西路一段>新樂路),I0626,I0025,625,2,0,0,7,十字型,0,y,10,10,120.18441599999998,22.976609,120.177878,22.976343
14,L00273,崇善路(崇善東路>生產路),I0389,I0027,35,2,0,0,7,十字型,0,y,10,10,120.23226499999998,22.96702,120.232676,22.966542999999998
15,L00277,崇善路(崇善15街>生產路),I0099,I0027,400,2,0,0,7,十字型,0,y,10,10,120.234136,22.9648,120.232676,22.966542999999998
16,L00280,海安路三段(民生路二段>民權路),I0068,I0028,165,2,0,0,7,十字型,0,y,10,10,120.196598,22.995331,120.197225,22.996885
17,L00282,民權路二段(康樂街>海安路),I0689,I0028,110,2,0,0,7,十字型,0,y,10,10,120.19596499999999,22.997346,120.197225,22.996885
18,L00284,海安路三段(民族路三段>民權路),I0069,I0028,140,2,0,0,7,十字型,0,y,10,10,120.197778,22.998253,120.197225,22.996885
19,L00286,民權路二段(國華街>海安路),I0420,I0028,120,2,0,0,7,十字型,0,y,10,10,120.198527,22.996445,120.197225,22.996885
20,L00290,海安路(保安路>府前路二段),I0576,I0029,30,2,0,0,7,十字型,0,y,10,10,120.195422,22.990586999999998,120.19553400000001,22.991013
21,L00292,府前路一段(郡西路>海安路),I0652,I0029,45,2,0,0,7,十字型,0,y,10,10,120.19479199999999,22.991153,120.19553400000001,22.991013
22,L00294,海安路(尊王路>府前路二段),I0138,I0029,50,2,0,0,7,十字型,0,y,10,10,120.19566,22.991764,120.19553400000001,22.991013
23,L00296,府前路一段(國華街>海安路),I0159,I0029,110,2,0,0,7,十字型,0,y,10,10,120.19686399999999,22.99074,120.19553400000001,22.991013
24,L00324,安明路四段(安中路五段>北汕尾三路),I0566,I0032,250,2,0,0,7,十字型,0,y,10,10,120.13391399999999,23.061061,120.133826,23.058364
25,L00327,安明路三段(安清路>北汕尾三路),I0033,I0032,720,2,0,0,7,十字型,0,y,10,10,120.13973500000002,23.054201000000003,120.133826,23.058364
26,L00333,安明路三段(北汕尾三路>安清路),I0032,I0033,720,2,0,0,7,十字型,0,y,10,10,120.133826,23.058364,120.13973500000002,23.054201000000003
27,L00337,安明路三段(科技5路>安清路),I0695,I0033,782,2,0,0,7,十字型,0,y,10,10,120.14586100000001,23.049673000000002,120.13973500000002,23.054201000000003
28,L04315,萬年路(萬年一街->明興路),I3390,I0431,112,2,0,0,7,十字型,0,y,10,10,0.0,0.0,120.182309,22.933167
29,L33901,萬年路(明興路->萬年一街),I0431,I3390,112,2,0,0,7,十字型,0,y,10,10,120.182309,22.933167,0.0,0.0
30,L00350,濱南路(濱南路喜樹路340巷>濱南路鯤鯓路101巷),I0036,I0035,505,2,0,0,7,十字型,0,y,10,10,120.176004,22.937896,120.175604,22.942501
31,L00354,濱南路(北海加油站>濱南路鯤鯓路101巷),I0103,I0035,475,2,0,0,7,十字型,0,y,10,10,0.0,0.0,120.175604,22.942501
32,L00364,濱南路(濱南路鯤鯓路101巷>濱南路喜樹路340巷),I0035,I0036,505,2,0,0,7,十字型,0,y,10,10,120.175604,22.942501,120.176004,22.937896
33,L00392,府前路二段(永華一街>府前路二段258巷),I0714,I0039,80,2,0,0,7,十字型,0,y,10,10,120.18971200000001,22.992166,120.19063700000001,22.991975
34,L00396,府前路二段(環河街>府前路二段258巷),I0171,I0039,85,2,0,0,7,十字型,0,y,10,10,120.19182099999999,22.99174,120.19063700000001,22.991975
35,L00400,慶東路(樹林街1段>東門路一段),I0828,I0040,155,2,0,0,7,十字型,0,y,10,10,120.215635,22.985968,120.216195,22.987482
36,L00402,東門路一段(東榮街>慶東路),I0427,I0040,100,2,0,0,7,十字型,0,y,10,10,120.21511399999999,22.987834,120.216195,22.987482
37,L00406,東門路一段(長榮路二段>慶東路),I0512,I0040,280,2,0,0,7,十字型,0,y,10,10,120.218847,22.986616,120.216195,22.987482
38,L31161,台1線(台19甲線->南144鄉道),I3064,I3116,661,2,0,0,7,十字型,0,y,10,10,,,0.0,0.0
39,L00415,明興路(中華南路二段>明興路77巷),I0625,I0041,305,2,0,0,7,十字型,0,y,10,10,120.189272,22.961279,120.168053,23.154477
40,L00430,北門路二段(公園南路>小東路),I0634,I0043,160,2,0,0,7,十字型,0,y,10,10,120.212776,22.999962,120.21312900000001,23.001707
41,L00434,北門路二段(公園北路>小東路),I0007,I0043,225,2,0,0,7,十字型,0,y,10,10,120.21361100000001,23.004,120.21312900000001,23.001707
42,L00436,小東路(前鋒路>北門路二段),I0357,I0043,130,2,0,0,7,十字型,0,y,10,10,120.214661,23.001452,120.21312900000001,23.001707
43,L00442,東寧路(勝利路>東寧路15巷),I0122,I0044,200,2,0,0,7,十字型,0,y,10,10,120.21788000000001,22.992354000000002,120.220021,22.992183999999998
44,L00446,東寧路(長榮路二段>東寧路15巷),I0144,I0044,140,2,0,0,7,十字型,0,y,10,10,120.22164199999999,22.992010999999998,120.220021,22.992183999999998
45,L00460,永福路二段(友愛街>中正路),I0145,I0046,100,2,0,0,7,十字型,0,y,10,10,120.20063400000001,22.99128,120.200883,22.992309
46,L28752,中正路(國華街->西門路二段),I0640,I2875,110,2,0,0,7,十字型,0,y,10,10,120.197424,22.993019,,
47,L00464,永福路二段(民生路一段>中正路),I0065,I0046,150,2,0,0,7,十字型,0,y,10,10,120.201277,22.993855,120.200883,22.992309
48,L00466,中正路(忠義路二段>永褔路二段),I0231,I0046,180,2,0,0,7,十字型,0,y,10,10,120.202804,22.991922,120.200883,22.992309
49,L00470,忠義路二段(民權路二段>民族路二段),I0499,I0047,145,2,0,0,7,十字型,0,y,10,10,120.203543,22.994879,120.204104,22.996311
50,L00472,民族路二段(永福路二段>忠義路二段),I0498,I0047,150,2,0,0,7,十字型,0,y,10,10,120.20250700000001,22.996879,120.204104,22.996311
51,L00474,忠義路二段(成功路>民族路二段),I0347,I0047,230,2,0,0,7,十字型,0,y,10,10,120.204952,22.998459,120.204104,22.996311
52,L00654,永福路二段(民權路二段>民生路一段),I0556,I0065,160,2,0,0,7,十字型,0,y,10,10,120.20181799999999,22.995425,120.201277,22.993855
53,L00656,民生路一段(忠義路二段>永褔路二段),I0630,I0065,175,2,0,0,7,十字型,0,y,10,10,120.20308899999999,22.993363000000002,120.201277,22.993855
54,L00665,北安路(培安路四段>北安路三段396巷),I0334,I0066,345,2,0,0,7,十字型,0,y,10,10,120.211133,23.048379999999998,120.207904,23.046141
55,L00672,東寧路(怡東路>裕豐街),I0288,I0067,20,2,0,0,7,十字型,0,y,10,10,120.227478,22.990223999999998,120.22781499999999,22.990151
56,L00676,東寧路(東興路>裕豐街),I0125,I0067,40,2,0,0,7,十字型,0,y,10,10,120.228532,22.989895,120.22781499999999,22.990151
57,L00680,海安路(正興街>民生路二段),I0889,I0068,70,2,0,0,7,十字型,0,y,10,10,120.19628200000001,22.994560999999997,120.196598,22.995331
58,L00682,民生路二段(康樂街>海安路),I0128,I0068,105,2,0,0,7,十字型,0,y,10,10,120.19533600000001,22.995798,120.196598,22.995331
59,L00684,海安路三段(民權路>民生路二段),I0028,I0068,165,2,0,0,7,十字型,0,y,10,10,120.197225,22.996885,120.196598,22.995331
60,L00686,民生路二段(國華街>海安路),I0418,I0068,120,2,0,0,7,十字型,0,y,10,10,120.19789399999999,22.994939000000002,120.196598,22.995331
61,L00690,海安路三段(民權路>民族路三段),I0028,I0069,140,2,0,0,7,十字型,0,y,10,10,120.197225,22.996885,120.197778,22.998253
62,L00692,民族路三段(康樂街>海安路),I0545,I0069,110,2,0,0,7,十字型,0,y,10,10,120.196528,22.998685000000002,120.197778,22.998253
63,L00694,海安路三段(郡緯街>民族路三段),I0777,I0069,115,2,0,0,7,十字型,0,y,10,10,120.198274,22.999401000000002,120.197778,22.998253
64,L00696,民族路二段(國華街>海安路),I0421,I0069,115,2,0,0,7,十字型,0,y,10,10,120.19908600000001,22.997788,120.197778,22.998253
65,L00702,中華東路三段(大同路二段>中華東路三段399巷),I0624,I0070,410,2,0,0,7,十字型,0,y,10,10,120.214844,22.972468,0.0,0.0
66,L07906,新都路(大成路一段->西門路一段),I0438,I0790,1122,2,0,0,7,十字型,0,y,10,10,0.0,0.0,120.198118,22.967533
67,L00712,公學路(公學路四段122號>十二佃路口[西側]),I0072,I0071,90,2,0,0,7,十字型,0,y,10,10,120.176278,23.068414999999998,120.17772,23.067852
68,L00716,公學路(安吉路>十二佃路口[西側]),I0587,I0071,1395,2,0,0,7,十字型,0,y,10,10,120.19141699999999,23.068257,120.17772,23.067852
69,L00720,公學路四段(十二佃路>公學路四段122號前),I0542,I0072,100,2,0,0,7,十字型,0,y,10,10,120.176469,23.067172,120.176278,23.068414999999998
70,L00722,公學路(十二佃路>公學路四段122號),I0553,I0072,1000,2,0,0,7,十字型,0,y,10,10,120.166177,23.069942,120.176278,23.068414999999998
71,L00726,公學路(十二佃路口[西側]>公學路四段122號),I0071,I0072,90,2,0,0,7,十字型,0,y,10,10,120.17772,23.067852,120.176278,23.068414999999998
72,L00730,文平路(永華路二段>怡平路),I0450,I0073,310,2,0,0,7,十字型,0,y,10,10,120.178377,22.990184,120.178779,22.993257
73,L00734,文平路(建平11街>怡平路),I0805,I0073,180,2,0,0,7,十字型,0,y,10,10,120.17896100000002,22.995004,120.178779,22.993257
74,L00736,怡平路(永華三街>文平路),I1017,I0073,285,2,0,0,7,十字型,0,y,10,10,120.18176100000001,22.992896,120.178779,22.993257
75,L00740,健康2街(健康路>郡平路),I0276,I0074,470,2,0,0,7,十字型,0,y,10,10,120.172405,22.983948,120.17335600000001,22.988464999999998
76,L00744,健康2街(永華路2段>郡平路),I0808,I0074,230,2,0,0,7,十字型,0,y,10,10,120.17383999999998,22.990786,120.17335600000001,22.988464999999998
77,L00746,郡平路(華平路>健康2街),I0814,I0074,115,2,0,0,7,十字型,0,y,10,10,120.17465200000001,22.988298999999998,120.17335600000001,22.988464999999998
78,L00750,裕農三街(裕平路>裕和路),I0718,I0075,265,2,0,0,7,十字型,0,y,10,10,120.23966100000001,22.985057,120.23960100000001,22.987627
79,L00754,裕農三街(裕農路>裕和路),I0386,I0075,135,2,0,0,7,十字型,0,y,10,10,120.23941,22.989053,120.23960100000001,22.987627
80,L00756,裕和路(裕忠路>裕農三街),I0578,I0075,190,2,0,0,7,十字型,0,y,10,10,120.241694,22.987817,120.23960100000001,22.987627
81,L00764,海安路三段(文成3路>文成2街),I0608,I0076,105,2,0,0,7,十字型,0,y,10,10,120.200313,23.016011,120.20040800000001,23.014916
82,L26780,機場路(台南機場出口前->台1線),I0745,I2678,696,2,0,0,7,十字型,0,y,10,10,120.21670800000001,22.947569,120.21700000000001,22.960489000000003
83,L00774,大同路二段(國民路>大同路二段750巷),I0050,I0077,160,2,0,0,7,十字型,0,y,10,10,120.21595900000001,22.967411,120.21623100000001,22.965868
84,L00780,華平路(安平路>民權路四段),I0217,I0078,100,2,0,0,7,十字型,0,y,10,10,120.176033,22.998182,120.175955,22.999272
85,L00783,民權路四段(西賢5街>華平路口),I0460,I0078,330,2,0,0,7,十字型,0,y,10,10,120.17266200000002,23.000087,120.175955,22.999272
86,L00786,民權路四段(西賢1街>華平路),I0323,I0078,165,2,0,0,7,5,0,y,10,10,120.177774,22.999195,120.175955,22.999272
87,L00792,大學東路(大學路Ｅ３道路>光復校區前),I0080,I0079,50,2,0,0,7,十字型,0,y,10,10,0.0,0.0,0.0,0.0
88,L00796,大學東路(勝利路>光復校區前),I0193,I0079,210,2,0,0,7,十字型,0,y,10,10,120.218195,22.996277,0.0,0.0
89,L00802,大學東路(育樂街>大學路Ｅ３道路),I0873,I0080,20,2,0,0,7,十字型,0,y,10,10,120.21489,22.996789,0.0,0.0
90,L00806,大學東路(光復校區前>大學路Ｅ３道路),I0079,I0080,50,2,0,0,7,十字型,0,y,10,10,0.0,0.0,0.0,0.0
91,L00810,中華西路二段(永南二街>建南街),I0232,I0081,215,2,0,0,7,十字型,0,y,10,10,0.0,0.0,120.186497,22.985248000000002
92,L00814,中華西路二段(中華西路二段49巷>建南街),I0448,I0081,230,2,0,0,7,十字型,0,y,10,10,120.186777,22.987491000000002,120.186497,22.985248000000002
93,L00820,海安路(友愛街>中正路),I0084,I0082,95,2,0,0,7,十字型,0,y,10,10,120.19583700000001,22.992264000000002,120.196082,22.993289
94,L00822,中正路(康樂路>海安路),I0156,I0082,105,2,0,0,7,十字型,0,y,10,10,120.19470600000001,22.993554,120.196082,22.993289
95,L00824,海安路(正興街>中正路),I0889,I0082,125,2,0,0,7,十字型,0,y,10,10,120.19628200000001,22.994560999999997,120.196082,22.993289
96,L00826,中正路(國華街>海安路),I0640,I0082,115,2,0,0,7,十字型,0,y,10,10,120.197424,22.993019,120.196082,22.993289
97,L00830,中華西路一段(中華西路一段70巷>新信路),I0394,I0083,140,2,0,0,7,十字型,0,y,10,10,120.18381299999999,22.971736,120.183805,22.973228
98,L00832,新信路(新樂路>中華西路一段),I0146,I0083,635,2,0,0,7,十字型,0,y,10,10,120.177121,22.973133999999998,120.183805,22.973228
99,L00834,中華西路一段(新愛路>新信路),I0627,I0083,130,2,0,0,7,十字型,0,y,10,10,120.18409299999999,22.974813,120.183805,22.973228
100,L00835,新興路(新建路>中華西路一段),I0143,I0083,130,2,0,0,7,十字型,0,y,10,10,120.185305,22.974024,120.183805,22.973228
101,L00840,海安路(尊王路>友愛街),I0138,I0084,45,2,0,0,7,十字型,0,y,10,10,120.19566,22.991764,120.19583700000001,22.992264000000002
102,L00842,友愛街(康樂街>海安路一段),I0561,I0084,100,2,0,0,7,十字型,0,y,10,10,120.194473,22.992539,120.19583700000001,22.992264000000002
103,L00844,海安路(中正路>友愛街),I0082,I0084,95,2,0,0,7,十字型,0,y,10,10,120.196082,22.993289,120.19583700000001,22.992264000000002
104,L01067,崇德路(崇德4街>中華東路三段),I0662,I0106,95,2,0,0,7,十字型,0,y,10,10,120.22429299999999,22.976244,120.224853,22.975918
105,L01071,中華東路三段(崇善路>崇德路),I0106,I0107,275,2,0,0,7,十字型,0,y,10,10,120.224853,22.975918,120.22671799999999,22.978032000000002
106,L01073,崇善路(崇善路182巷>中華東路三段),I0846,I0107,115,2,0,0,7,十字型,0,y,10,10,120.225647,22.97881,120.22671799999999,22.978032000000002
107,L01075,中華東路三段(崇信路>崇德路),I0356,I0107,175,2,0,0,7,十字型,0,y,10,10,120.227956,22.979435000000002,120.22671799999999,22.978032000000002
108,L01077,崇善路(崇善2街>中華東路三段),I0687,I0107,125,2,0,0,7,十字型,0,y,10,10,120.22788999999999,22.977141,120.22671799999999,22.978032000000002
109,L01091,同安路(大安路>同安路262巷),I0457,I0109,195,2,0,0,7,十字型,0,y,10,10,0.0,0.0,120.19181200000001,23.041884
110,L01095,同安路(安中路一段>同安路262巷),I0422,I0109,295,2,0,0,7,十字型,0,y,10,10,120.193476,23.044307999999997,120.19181200000001,23.041884
111,L01140,中華東路一段(中華東路一段80巷>小東路),I0417,I0114,155,2,0,0,7,十字型,0,y,10,10,120.234545,22.996793,120.234733,22.998448
112,L01142,小東路(莊敬路>中華東路一段),I0600,I0114,135,2,0,0,7,十字型,0,y,10,10,120.233337,22.998586,120.234733,22.998448
113,L01144,中華東路一段(小東路>華興路),I0838,I0114,130,2,0,0,7,十字型,0,y,10,10,120.2349,23.000777,120.234733,22.998448
114,L01146,小東路(忠勇街>中華東路一段),I0793,I0114,370,2,0,0,7,十字型,0,y,10,10,120.238033,22.998493,120.234733,22.998448
115,L01152,小東路(小東路147巷>光明街),I0097,I0115,140,2,0,0,7,十字型,0,y,10,10,120.22669599999999,23.000277,120.22821699999999,22.999848
116,L01156,小東路(東和路>光明街),I0131,I0115,95,2,0,0,7,十字型,0,y,10,10,120.22932,22.999478,120.22821699999999,22.999848
117,L01161,本田路(工業8路>鹽安路),I0120,I0116,775,2,0,0,7,十字型,0,y,10,10,120.13760400000001,23.030243,120.145384,23.032089000000003
118,L01165,本田路(工業5路>鹽安路),I0119,I0116,460,2,0,0,7,十字型,0,y,10,10,120.14948700000001,23.034417,120.145384,23.032089000000003
119,L01171,本田路(工業3路>工業2路),I0118,I0117,350,2,0,0,7,十字型,0,y,10,10,120.152042,23.036125,120.15516399999998,23.038165
120,L01175,本田路(安明路二段>工業2路),I0577,I0117,350,2,0,0,7,十字型,0,y,10,10,120.15848000000001,23.040273000000003,120.15516399999998,23.038165
121,L01181,本田路(工業5路>工業3路),I0119,I0118,290,2,0,0,7,十字型,0,y,10,10,120.14948700000001,23.034417,120.152042,23.036125
122,L01185,本田路(工業2路>工業3路),I0117,I0118,350,2,0,0,7,十字型,0,y,10,10,120.15516399999998,23.038165,120.152042,23.036125
123,L01191,本田路(鹽安路>工業5路),I0116,I0119,460,2,0,0,7,十字型,0,y,10,10,120.145384,23.032089000000003,120.14948700000001,23.034417
124,L01195,本田路(工業3路>工業5路),I0118,I0119,290,2,0,0,7,十字型,0,y,10,10,120.152042,23.036125,120.14948700000001,23.034417
125,L01205,本田路(鹽安路>工業8路),I0116,I0120,775,2,0,0,7,十字型,0,y,10,10,120.145384,23.032089000000003,120.13760400000001,23.030243
126,L01212,成功路(赤崁街>長北街),I0251,I0121,50,2,0,0,7,十字型,0,y,10,10,120.202875,22.999178,120.20343600000001,22.99897
127,L01216,成功路(裕民街>長北街),I0681,I0121,75,2,0,0,7,十字型,0,y,10,10,120.20418400000001,22.998704999999998,120.20343600000001,22.99897
128,L01222,東寧路(慶東街>勝利路),I0653,I0122,110,2,0,0,7,十字型,0,y,10,10,120.27786699999999,22.934009,120.21788000000001,22.992354000000002
129,L01226,東寧路(東寧路15巷>勝利路),I0044,I0122,200,2,0,0,7,十字型,0,y,10,10,120.220021,22.992183999999998,120.21788000000001,22.992354000000002
130,L01230,夏林路(新興路>康路二段),I0210,I0123,340,2,0,0,7,十字型,0,y,10,10,120.19519199999999,22.978185,120.19511399999999,22.981514999999998
131,L01232,健康路一段(三官路>夏林路),I0136,I0123,100,2,0,0,7,十字型,0,y,10,10,120.193873,22.981519,120.19511399999999,22.981514999999998
132,L01234,夏林路(五妃街>康路二段),I0202,I0123,110,2,0,0,7,十字型,0,y,10,10,120.19507,22.982708,120.19511399999999,22.981514999999998
133,L01236,健康路一段(國華街>夏林路),I0812,I0123,115,2,0,0,7,十字型,0,y,10,10,120.196505,22.981521,120.19511399999999,22.981514999999998
134,L01240,金華路三段(大勇街>大仁街),I0018,I0124,50,2,0,0,7,十字型,0,y,10,10,120.192497,22.990061999999998,120.192624,22.990615
135,L01244,金華路三段(府前路二段>大仁街),I0496,I0124,85,2,0,0,7,十字型,0,y,10,10,120.192838,22.991539000000003,120.192624,22.990615
136,L01252,東寧路(裕豐街>東興路),I0067,I0125,40,2,0,0,7,十字型,0,y,10,10,120.22781499999999,22.990151,120.228532,22.989895
137,L01256,東寧路(東光路>東興路),I0515,I0125,215,2,0,0,7,十字型,0,y,10,10,120.23076100000002,22.989199,120.228532,22.989895
138,L01260,安億橋(慶平路>平生路),I0892,I0126,130,2,0,0,7,十字型,0,y,10,10,120.16351399999999,22.997516,120.163693,22.998752
139,L01262,運河路(古堡街>平生路),I0088,I0126,180,2,0,0,7,十字型,0,y,10,10,120.16157,22.998931,120.163693,22.998752
140,L01264,平生路(安平路>安億橋頭),I0887,I0126,85,2,0,0,7,十字型,0,y,10,10,120.16399799999999,22.999707,120.163693,22.998752
141,L01265,安平路(運河路口>安億橋口),I0762,I0126,133,2,0,0,7,十字型,0,y,10,10,120.16476899999999,22.999589,120.163693,22.998752
142,L01272,東寧路(東寧路201巷>東安路),I0811,I0127,30,2,0,0,7,十字型,0,y,10,10,120.225558,22.990799,120.22603600000001,22.990675
143,L01276,東寧路(怡東路>東安路),I0288,I0127,135,2,0,0,7,十字型,0,y,10,10,120.227478,22.990223999999998,120.22603600000001,22.990675
144,L01282,民生路二段(金華路三段>康樂街),I0009,I0128,125,2,0,0,7,十字型,0,y,10,10,120.19396,22.996167,120.19533600000001,22.995798
145,L01286,民生路二段(海安路>康樂街),I0068,I0128,105,2,0,0,7,十字型,0,y,10,10,120.196598,22.995331,120.19533600000001,22.995798
146,L01290,大同路二段(中華東路三段>榮譽街),I0624,I0129,105,2,0,0,7,十字型,0,y,10,10,120.214844,22.972468,120.21458799999999,22.973618
147,L01294,大同路二段(立德2街>榮譽街),I0462,I0129,120,2,0,0,7,十字型,0,y,10,10,120.214312,22.974738000000002,120.21458799999999,22.973618
148,L01302,民生路二段(中華西路二段>臨安路一段),I0504,I0130,245,2,0,0,7,十字型,0,y,10,10,120.18663799999999,22.997884,120.189348,22.997481
149,L01305,臨安路二段(權路三段>民生路二段),I0289,I0130,95,2,0,0,7,十字型,0,y,10,10,120.189823,22.998465,120.189348,22.997481
150,L01306,民生路二段(環河街>臨安路一段),I0428,I0130,365,2,0,0,7,十字型,0,y,10,10,120.192902,22.996497,120.189348,22.997481
151,L01312,小東路(光明街>東和路),I0115,I0131,95,2,0,0,7,十字型,0,y,10,10,120.22821699999999,22.999848,120.22932,22.999478
152,L01316,小東路(莊敬路>東和路),I0087,I0131,245,2,0,0,7,十字型,0,y,10,10,120.231807,22.998741,120.22932,22.999478
153,L01321,開元路(長榮路五段>開南街),I0058,I0132,100,2,0,0,7,十字型,0,y,10,10,120.220904,23.007702,120.22196799999999,23.008343
154,L01325,開元路(林森路三段>開南街),I0401,I0132,95,2,0,0,7,十字型,0,y,10,10,120.22318999999999,23.009038,120.22196799999999,23.008343
155,L01350,海佃路四段(台江大道>海佃路四段388巷),I0851,I0135,175,2,0,0,7,十字型,0,y,10,10,120.17638999999998,23.061118,120.17631599999999,23.063283
156,L01354,海佃路四段(海佃路四段388巷107弄>海佃路四段388巷),I0267,I0135,315,2,0,0,7,十字型,0,y,10,10,120.17631100000001,23.066292999999998,120.17631599999999,23.063283
157,L01556,中華路(中央路>西門四段533巷),I9806,I0155,708,2,0,0,7,十字型,0,y,10,10,120.21583999999999,23.023331,120.208836,23.022351999999998
158,L01566,中正路(海安路>康樂路),I0082,I0156,105,2,0,0,7,十字型,0,y,10,10,120.196082,22.993289,120.19470600000001,22.993554
159,L01572,怡安路一段(怡安路一段384巷>培安路),I0226,I0157,780,2,0,0,7,十字型,0,y,10,10,120.206984,23.042061999999998,120.21453400000001,23.040304000000003
160,L01576,怡安路一段(安和路二段>培安路),I0165,I0157,50,2,0,0,7,十字型,0,y,10,10,120.21531100000001,23.040139,120.21453400000001,23.040304000000003
161,L01592,府前路一段(海安路>國華街),I0029,I0159,110,2,0,0,7,十字型,0,y,10,10,120.19553400000001,22.991013,120.19686399999999,22.99074
162,L01596,府前路一段(西門路一段>國華街),I0337,I0159,60,2,0,0,7,十字型,0,y,10,10,120.19783000000001,22.990539000000002,120.19686399999999,22.99074
163,L01620,安和路三段(安豐5街>總安街一段),I0705,I0162,315,2,0,0,7,十字型,0,y,10,10,120.218259,23.047675,120.219025,23.050553
164,L01624,安和路四段(安和路四段75巷>總安街一段),I0752,I0162,220,2,0,0,7,十字型,0,y,10,10,120.21876,23.052721,120.219025,23.050553
165,L01630,文賢路(和緯路二段>大港街),I0391,I0163,230,2,0,0,7,十字型,0,y,10,10,120.193913,23.009757999999998,120.193899,23.012104
166,L01634,文賢路(大港街>大興街),I0393,I0163,265,2,0,0,7,十字型,0,y,10,10,120.193758,23.014664,120.193899,23.012104
167,L01636,文成路(文賢一路>大興街),I0268,I0163,125,2,0,0,7,十字型,0,y,10,10,120.19528999999999,23.012272,120.193899,23.012104
168,L01651,安和路一段(東陽公司門口>怡安路一段),I0895,I0165,55,2,0,0,7,十字型,0,y,10,10,120.214978,23.039381,120.21531100000001,23.040139
169,L01652,怡安路一段(培安路>安和路二段),I0157,I0165,50,2,0,0,7,十字型,0,y,10,10,120.21453400000001,23.040304000000003,120.21531100000001,23.040139
170,L01655,安和路一段(景安街>怡安路一段),I0636,I0165,180,2,0,0,7,十字型,0,y,10,10,120.21602299999999,23.041821,120.21531100000001,23.040139
171,L01660,安和路一段(安和路一段220巷>中路一段),I0481,I0166,250,2,0,0,7,十字型,0,y,10,10,120.21299199999999,23.030785,120.21231,23.033274
172,L01663,安中路一段(安中路一段203巷>安和路一段),I0785,I0166,555,2,0,0,7,十字型,0,y,10,10,120.207505,23.036033,120.21231,23.033274
173,L01665,安和路一段(培安路>中路一段),I0303,I0166,320,2,0,0,7,十字型,0,y,10,10,120.21361,23.036048,120.21231,23.033274
174,L11734,台19線(安和路四段533巷->州南六街),I0167,I1173,386,2,0,0,7,十字型,0,y,10,10,120.218724,23.061613,120.21863300000001,23.058204
175,L01674,安和路四段(長和街二段>安和路四段533巷),I0168,I0167,165,2,0,0,7,十字型,0,y,10,10,120.21870700000001,23.063375,120.218724,23.061613
176,L01680,安和路四段(安和路四段533巷>長和街二段),I0167,I0168,165,2,0,0,7,十字型,0,y,10,10,120.218724,23.061613,120.21870700000001,23.063375
177,L01682,長和路三段(安和路四段537巷>安和路四段),I0764,I0168,160,2,0,0,7,十字型,0,y,10,10,120.216944,23.063411,120.21870700000001,23.063375
178,L01684,安和路四段(安和路五段81巷>長和街二段),I0169,I0168,150,2,0,0,7,十字型,0,y,10,10,120.218678,23.064864,120.21870700000001,23.063375
179,L01686,長和路二段(長和路二段140巷>安和路四段),I0214,I0168,125,2,0,0,7,十字型,0,y,10,10,120.220183,23.063425,120.21870700000001,23.063375
180,L01690,安和路四段(長和街二段>安和路五段81巷),I0168,I0169,150,2,0,0,7,十字型,0,y,10,10,120.21870700000001,23.063375,120.218678,23.064864
